I_MagicNumber;I_ATRPeriod;I_AtRisk;I_StoplossMethod;I_ReversionPercent;I_StoplossATRMultiplier;I_TypicalSpread;I_MaxLotSize;I_RiskRewardRatio;I_LimitStopOrderExpiryMins;I_HiddenStoplossOffset;I_TradingStartHour;I_TradingEndHour;I_LogResultsInFile;End_Account_Balance;End_Account_Equity;Total P&L;NoTrades;NoWinTrades;MaxDrawdown;TotalTradeProfit
20200505;5;20.0000;LowOrHighOfLast2Candles;-80;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;10041.72936000;10041.72936000;0.00000000;11;4;118.5968;41.7294
20200505;5;20.0000;LowOrHighOfLast2Candles;-70;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;10088.48380000;10088.48380000;0.00000000;13;5;97.2533;88.4838
20200505;5;20.0000;LowOrHighOfLast2Candles;-60;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;10033.94592000;10033.94592000;0.00000000;17;5;142.5293;33.9459
20200505;5;20.0000;LowOrHighOfLast2Candles;-50;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;10043.32648000;10043.32648000;0.00000000;19;6;138.3814;43.3265
20200505;5;20.0000;LowOrHighOfLast2Candles;-40;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;10068.22500000;10068.22500000;0.00000000;22;7;179.4220;68.2250
20200505;5;20.0000;LowOrHighOfLast2Candles;-30;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;10028.18408000;10028.18408000;0.00000000;23;7;177.1241;28.1841
20200505;5;20.0000;LowOrHighOfLast2Candles;-20;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;10021.81548000;10021.81548000;0.00000000;24;7;195.7846;21.8155
20200505;5;20.0000;LowOrHighOfLast2Candles;-10;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;10114.76892000;10114.76892000;0.00000000;25;9;177.9606;114.7689
20200505;5;20.0000;LowOrHighOfLast2Candles;0;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;10096.21272000;10096.21272000;0.00000000;29;8;216.1266;96.2127
20200505;5;20.0000;LowOrHighOfLast2Candles;10;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;10266.13448000;10266.13448000;0.00000000;27;10;221.8850;266.1345
20200505;5;20.0000;LowOrHighOfLast2Candles;20;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;10204.97572000;10204.97572000;0.00000000;25;9;198.1531;204.9757
20200505;5;20.0000;LowOrHighOfLast2Candles;30;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;10085.27748000;10085.27748000;0.00000000;23;7;237.1468;85.2775
20200505;5;20.0000;LowOrHighOfLast2Candles;40;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;9929.50916000;9929.50916000;0.00000000;17;4;178.3089;-70.4908
20200505;5;20.0000;LowOrHighOfLast2Candles;50;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;9920.15984000;9920.15984000;0.00000000;13;3;163.6374;-79.8402
20200505;5;20.0000;LowOrHighOfLast2Candles;60;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;9907.18080000;9907.18080000;0.00000000;12;2;181.2492;-92.8192
20200505;5;20.0000;LowOrHighOfLast2Candles;70;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;9936.90896000;9936.90896000;0.00000000;11;2;151.2410;-63.0910
20200505;5;20.0000;LowOrHighOfLast2Candles;80;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;10012.76000000;10012.76000000;0.00000000;10;2;121.7800;12.7600
20200505;5;20.0000;LowOrHighOfLast2Candles;90;1.0000;0.000300;0.500000;4.000000;60;0.001000;7;20;1;9949.08000000;9949.08000000;0.00000000;8;1;97.4000;-50.9200
20200505;5;20.0000;LowOrHighOfLast2Candles;-90;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;10029.09304000;10029.09304000;0.00000000;16;11;36.1742;29.0930
20200505;5;20.0000;LowOrHighOfLast2Candles;-80;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;10024.64576000;10024.64576000;0.00000000;19;12;48.9842;24.6458
20200505;5;20.0000;LowOrHighOfLast2Candles;-70;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;10046.17428000;10046.17428000;0.00000000;21;14;43.9902;46.1743
20200505;5;20.0000;LowOrHighOfLast2Candles;-60;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;10102.68700000;10102.68700000;0.00000000;27;20;50.5502;102.6870
20200505;5;20.0000;LowOrHighOfLast2Candles;-50;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;10091.37796000;10091.37796000;0.00000000;29;21;47.5602;91.3780
20200505;5;20.0000;LowOrHighOfLast2Candles;-40;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;10106.32304000;10106.32304000;0.00000000;31;23;58.2300;106.3230
20200505;5;20.0000;LowOrHighOfLast2Candles;-30;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;10080.37992000;10080.37992000;0.00000000;34;24;58.0300;80.3799
20200505;5;20.0000;LowOrHighOfLast2Candles;-20;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;10053.27992000;10053.27992000;0.00000000;34;23;76.8500;53.2799
20200505;5;20.0000;LowOrHighOfLast2Candles;-10;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;10047.40808000;10047.40808000;0.00000000;37;24;81.2200;47.4081
20200505;5;20.0000;LowOrHighOfLast2Candles;0;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;10045.38000000;10045.38000000;0.00000000;37;24;120.6200;45.3800
20200505;5;20.0000;LowOrHighOfLast2Candles;10;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;10001.83000000;10001.83000000;0.00000000;34;21;118.5900;1.8300
20200505;5;20.0000;LowOrHighOfLast2Candles;20;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;9984.16000000;9984.16000000;0.00000000;32;19;87.3100;-15.8400
20200505;5;20.0000;LowOrHighOfLast2Candles;30;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;9934.86000000;9934.86000000;0.00000000;30;16;138.2200;-65.1400
20200505;5;20.0000;LowOrHighOfLast2Candles;40;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;9889.23000000;9889.23000000;0.00000000;26;12;157.8700;-110.7700
20200505;5;20.0000;LowOrHighOfLast2Candles;50;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;9790.46000000;9790.46000000;0.00000000;21;6;221.1300;-209.5400
20200505;5;20.0000;LowOrHighOfLast2Candles;60;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;9825.68000000;9825.68000000;0.00000000;19;6;206.2100;-174.3200
20200505;5;20.0000;LowOrHighOfLast2Candles;70;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;9852.22000000;9852.22000000;0.00000000;18;6;184.0700;-147.7800
20200505;5;20.0000;LowOrHighOfLast2Candles;80;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;9787.11000000;9787.11000000;0.00000000;16;3;234.5100;-212.8900
20200505;5;20.0000;LowOrHighOfLast2Candles;90;1.0000;0.000300;0.500000;0.500000;120;0.001000;7;20;1;9776.15000000;9776.15000000;0.00000000;15;2;223.8500;-223.8500
20200505;5;20.0000;LowOrHighOfLast2Candles;-90;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;10129.59872000;10129.59872000;0.00000000;15;11;19.2000;129.5987
20200505;5;20.0000;LowOrHighOfLast2Candles;-80;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;10135.25144000;10135.25144000;0.00000000;18;12;20.1300;135.2514
20200505;5;20.0000;LowOrHighOfLast2Candles;-70;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;10135.42412000;10135.42412000;0.00000000;18;12;20.0200;135.4241
20200505;5;20.0000;LowOrHighOfLast2Candles;-60;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;10116.79728000;10116.79728000;0.00000000;25;14;36.9342;116.7973
20200505;5;20.0000;LowOrHighOfLast2Candles;-50;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;10155.07272000;10155.07272000;0.00000000;27;16;34.7842;155.0727
20200505;5;20.0000;LowOrHighOfLast2Candles;-40;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;10134.69872000;10134.69872000;0.00000000;29;16;61.5900;134.6987
20200505;5;20.0000;LowOrHighOfLast2Candles;-30;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;10083.04420000;10083.04420000;0.00000000;30;16;71.3300;83.0442
20200505;5;20.0000;LowOrHighOfLast2Candles;-20;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;10108.28292000;10108.28292000;0.00000000;30;17;76.8500;108.2829
20200505;5;20.0000;LowOrHighOfLast2Candles;-10;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;10112.77968000;10112.77968000;0.00000000;35;19;78.5200;112.7797
20200505;5;20.0000;LowOrHighOfLast2Candles;0;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;10025.84072000;10025.84072000;0.00000000;35;17;125.5300;25.8407
20200505;5;20.0000;LowOrHighOfLast2Candles;10;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;10011.83256000;10011.83256000;0.00000000;33;16;125.6300;11.8326
20200505;5;20.0000;LowOrHighOfLast2Candles;20;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;10007.96168000;10007.96168000;0.00000000;31;15;103.4100;7.9617
20200505;5;20.0000;LowOrHighOfLast2Candles;30;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;10077.35000000;10077.35000000;0.00000000;30;16;104.7600;77.3500
20200505;5;20.0000;LowOrHighOfLast2Candles;40;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;9990.51000000;9990.51000000;0.00000000;26;12;133.4000;-9.4900
20200505;5;20.0000;LowOrHighOfLast2Candles;50;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;9838.58000000;9838.58000000;0.00000000;21;6;208.5000;-161.4200
20200505;5;20.0000;LowOrHighOfLast2Candles;60;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;9798.81000000;9798.81000000;0.00000000;19;4;239.1300;-201.1900
20200505;5;20.0000;LowOrHighOfLast2Candles;70;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;9866.79000000;9866.79000000;0.00000000;18;5;173.9900;-133.2100
20200505;5;20.0000;LowOrHighOfLast2Candles;80;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;9816.06000000;9816.06000000;0.00000000;16;3;222.2700;-183.9400
20200505;5;20.0000;LowOrHighOfLast2Candles;90;1.0000;0.000300;0.500000;1.000000;120;0.001000;7;20;1;9795.75000000;9795.75000000;0.00000000;15;2;217.0800;-204.2500
20200505;5;20.0000;LowOrHighOfLast2Candles;-90;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;10091.64320000;10091.64320000;0.00000000;15;9;38.7787;91.6432
20200505;5;20.0000;LowOrHighOfLast2Candles;-80;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;10113.76320000;10113.76320000;0.00000000;18;10;36.9787;113.7632
20200505;5;20.0000;LowOrHighOfLast2Candles;-70;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;10181.10876000;10181.10876000;0.00000000;18;11;23.4000;181.1088
20200505;5;20.0000;LowOrHighOfLast2Candles;-60;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;10112.39048000;10112.39048000;0.00000000;23;11;64.2664;112.3905
20200505;5;20.0000;LowOrHighOfLast2Candles;-50;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;10163.09024000;10163.09024000;0.00000000;23;12;34.2300;163.0902
20200505;5;20.0000;LowOrHighOfLast2Candles;-40;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;10156.26728000;10156.26728000;0.00000000;24;12;42.9500;156.2673
20200505;5;20.0000;LowOrHighOfLast2Candles;-30;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;10092.27192000;10092.27192000;0.00000000;26;12;57.0283;92.2719
20200505;5;20.0000;LowOrHighOfLast2Candles;-20;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;10134.05544000;10134.05544000;0.00000000;28;14;79.8700;134.0554
20200505;5;20.0000;LowOrHighOfLast2Candles;-10;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;10235.78996000;10235.78996000;0.00000000;32;18;59.6200;235.7900
20200505;5;20.0000;LowOrHighOfLast2Candles;0;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;10051.05104000;10051.05104000;0.00000000;32;13;106.7766;51.0510
20200505;5;20.0000;LowOrHighOfLast2Candles;10;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;10162.65100000;10162.65100000;0.00000000;30;15;106.5000;162.6510
20200505;5;20.0000;LowOrHighOfLast2Candles;20;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;10088.62968000;10088.62968000;0.00000000;31;14;106.2100;88.6297
20200505;5;20.0000;LowOrHighOfLast2Candles;30;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;10079.23616000;10079.23616000;0.00000000;29;13;107.5600;79.2362
20200505;5;20.0000;LowOrHighOfLast2Candles;40;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;10007.48808000;10007.48808000;0.00000000;25;10;145.1100;7.4881
20200505;5;20.0000;LowOrHighOfLast2Candles;50;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;9886.26000000;9886.26000000;0.00000000;21;6;198.9800;-113.7400
20200505;5;20.0000;LowOrHighOfLast2Candles;60;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;9823.85000000;9823.85000000;0.00000000;19;4;239.1300;-176.1500
20200505;5;20.0000;LowOrHighOfLast2Candles;70;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;9859.69000000;9859.69000000;0.00000000;18;4;220.0700;-140.3100
20200505;5;20.0000;LowOrHighOfLast2Candles;80;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;9844.54000000;9844.54000000;0.00000000;16;3;222.2700;-155.4600
20200505;5;20.0000;LowOrHighOfLast2Candles;90;1.0000;0.000300;0.500000;1.500000;120;0.001000;7;20;1;9815.20000000;9815.20000000;0.00000000;15;2;217.0800;-184.8000
20200505;5;20.0000;LowOrHighOfLast2Candles;-90;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;10070.20856000;10070.20856000;0.00000000;15;8;77.1687;70.2086
20200505;5;20.0000;LowOrHighOfLast2Candles;-80;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;10123.27312000;10123.27312000;0.00000000;18;9;56.5787;123.2731
20200505;5;20.0000;LowOrHighOfLast2Candles;-70;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;10120.23052000;10120.23052000;0.00000000;18;9;59.8808;120.2305
20200505;5;20.0000;LowOrHighOfLast2Candles;-60;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;10058.68496000;10058.68496000;0.00000000;23;9;140.6572;58.6850
20200505;5;20.0000;LowOrHighOfLast2Candles;-50;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;10122.49744000;10122.49744000;0.00000000;23;10;73.4593;122.4974
20200505;5;20.0000;LowOrHighOfLast2Candles;-40;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;10134.99544000;10134.99544000;0.00000000;24;10;96.5774;134.9954
20200505;5;20.0000;LowOrHighOfLast2Candles;-30;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;10149.15696000;10149.15696000;0.00000000;25;11;80.2685;149.1570
20200505;5;20.0000;LowOrHighOfLast2Candles;-20;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;10136.05860000;10136.05860000;0.00000000;26;11;69.8800;136.0586
20200505;5;20.0000;LowOrHighOfLast2Candles;-10;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;10154.51916000;10154.51916000;0.00000000;29;13;59.6200;154.5192
20200505;5;20.0000;LowOrHighOfLast2Candles;0;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;10232.94480000;10232.94480000;0.00000000;30;14;71.2900;232.9448
20200505;5;20.0000;LowOrHighOfLast2Candles;10;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;10222.06008000;10222.06008000;0.00000000;29;14;70.9700;222.0601
20200505;5;20.0000;LowOrHighOfLast2Candles;20;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;10196.90108000;10196.90108000;0.00000000;27;13;72.4900;196.9011
20200505;5;20.0000;LowOrHighOfLast2Candles;30;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;10170.71048000;10170.71048000;0.00000000;27;12;78.2300;170.7105
20200505;5;20.0000;LowOrHighOfLast2Candles;40;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;10034.83704000;10034.83704000;0.00000000;25;9;125.3400;34.8370
20200505;5;20.0000;LowOrHighOfLast2Candles;50;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;9873.58264000;9873.58264000;0.00000000;21;5;195.6574;-126.4174
20200505;5;20.0000;LowOrHighOfLast2Candles;60;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;9853.07000000;9853.07000000;0.00000000;19;4;239.1300;-146.9300
20200505;5;20.0000;LowOrHighOfLast2Candles;70;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;9882.05000000;9882.05000000;0.00000000;18;4;220.0700;-117.9500
20200505;5;20.0000;LowOrHighOfLast2Candles;80;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;9873.49000000;9873.49000000;0.00000000;16;3;222.2700;-126.5100
20200505;5;20.0000;LowOrHighOfLast2Candles;90;1.0000;0.000300;0.500000;2.000000;120;0.001000;7;20;1;9835.00000000;9835.00000000;0.00000000;15;2;217.0800;-165.0000
20200505;5;20.0000;LowOrHighOfLast2Candles;-90;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;10040.34392000;10040.34392000;0.00000000;14;7;97.0352;40.3439
20200505;5;20.0000;LowOrHighOfLast2Candles;-80;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;10086.37752000;10086.37752000;0.00000000;17;8;56.5787;86.3775
20200505;5;20.0000;LowOrHighOfLast2Candles;-70;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;10140.13676000;10140.13676000;0.00000000;18;9;59.8808;140.1368
20200505;5;20.0000;LowOrHighOfLast2Candles;-60;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;10030.14848000;10030.14848000;0.00000000;23;8;160.6572;30.1485
20200505;5;20.0000;LowOrHighOfLast2Candles;-50;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;10055.02280000;10055.02280000;0.00000000;23;8;157.3193;55.0228
20200505;5;20.0000;LowOrHighOfLast2Candles;-40;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;10116.71264000;10116.71264000;0.00000000;24;9;161.6174;116.7126
20200505;5;20.0000;LowOrHighOfLast2Candles;-30;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;10075.19688000;10075.19688000;0.00000000;25;9;156.4035;75.1969
20200505;5;20.0000;LowOrHighOfLast2Candles;-20;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;10076.99948000;10076.99948000;0.00000000;26;9;177.1546;76.9995
20200505;5;20.0000;LowOrHighOfLast2Candles;-10;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;10180.34916000;10180.34916000;0.00000000;29;12;99.3406;180.3492
20200505;5;20.0000;LowOrHighOfLast2Candles;0;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;10168.42296000;10168.42296000;0.00000000;30;11;101.5266;168.4230
20200505;5;20.0000;LowOrHighOfLast2Candles;10;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;10289.55376000;10289.55376000;0.00000000;28;13;61.0500;289.5538
20200505;5;20.0000;LowOrHighOfLast2Candles;20;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;10320.17924000;10320.17924000;0.00000000;26;13;62.5900;320.1792
20200505;5;20.0000;LowOrHighOfLast2Candles;30;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;10257.23364000;10257.23364000;0.00000000;26;12;60.7800;257.2336
20200505;5;20.0000;LowOrHighOfLast2Candles;40;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;10075.74620000;10075.74620000;0.00000000;23;8;119.5400;75.7462
20200505;5;20.0000;LowOrHighOfLast2Candles;50;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;9911.78264000;9911.78264000;0.00000000;21;5;179.6600;-88.2174
20200505;5;20.0000;LowOrHighOfLast2Candles;60;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;9882.09080000;9882.09080000;0.00000000;19;4;239.1300;-117.9092
20200505;5;20.0000;LowOrHighOfLast2Candles;70;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;9911.13000000;9911.13000000;0.00000000;18;4;220.0700;-88.8700
20200505;5;20.0000;LowOrHighOfLast2Candles;80;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;9902.44000000;9902.44000000;0.00000000;16;3;222.2700;-97.5600
20200505;5;20.0000;LowOrHighOfLast2Candles;90;1.0000;0.000300;0.500000;2.500000;120;0.001000;7;20;1;9854.60000000;9854.60000000;0.00000000;15;2;217.0800;-145.4000
20200505;5;20.0000;LowOrHighOfLast2Candles;-90;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;10066.45392000;10066.45392000;0.00000000;14;7;97.0352;66.4539
20200505;5;20.0000;LowOrHighOfLast2Candles;-80;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;10060.10560000;10060.10560000;0.00000000;16;7;95.9371;60.1056
20200505;5;20.0000;LowOrHighOfLast2Candles;-70;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;10125.58732000;10125.58732000;0.00000000;17;8;59.8808;125.5873
20200505;5;20.0000;LowOrHighOfLast2Candles;-60;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;10004.27388000;10004.27388000;0.00000000;21;7;161.1458;4.2739
20200505;5;20.0000;LowOrHighOfLast2Candles;-50;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;10070.86992000;10070.86992000;0.00000000;22;8;138.3193;70.8699
20200505;5;20.0000;LowOrHighOfLast2Candles;-40;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;10093.06160000;10093.06160000;0.00000000;23;8;161.6174;93.0616
20200505;5;20.0000;LowOrHighOfLast2Candles;-30;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;10060.56768000;10060.56768000;0.00000000;25;8;174.9935;60.5677
20200505;5;20.0000;LowOrHighOfLast2Candles;-20;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;10123.35212000;10123.35212000;0.00000000;26;9;177.1546;123.3521
20200505;5;20.0000;LowOrHighOfLast2Candles;-10;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;10182.24452000;10182.24452000;0.00000000;29;11;158.1806;182.2445
20200505;5;20.0000;LowOrHighOfLast2Candles;0;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;10174.68384000;10174.68384000;0.00000000;30;10;176.9266;174.6838
20200505;5;20.0000;LowOrHighOfLast2Candles;10;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;10286.37376000;10286.37376000;0.00000000;28;12;98.2527;286.3738
20200505;5;20.0000;LowOrHighOfLast2Candles;20;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;10327.37292000;10327.37292000;0.00000000;26;12;60.6600;327.3729
20200505;5;20.0000;LowOrHighOfLast2Candles;30;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;10296.63276000;10296.63276000;0.00000000;25;11;60.1100;296.6328
20200505;5;20.0000;LowOrHighOfLast2Candles;40;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;10103.28620000;10103.28620000;0.00000000;23;8;119.5400;103.2862
20200505;5;20.0000;LowOrHighOfLast2Candles;50;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;9949.98264000;9949.98264000;0.00000000;21;5;178.5500;-50.0174
20200505;5;20.0000;LowOrHighOfLast2Candles;60;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;9826.94080000;9826.94080000;0.00000000;19;3;239.1300;-173.0592
20200505;5;20.0000;LowOrHighOfLast2Candles;70;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;9940.13000000;9940.13000000;0.00000000;18;4;220.0700;-59.8700
20200505;5;20.0000;LowOrHighOfLast2Candles;80;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;9931.26000000;9931.26000000;0.00000000;16;3;222.2700;-68.7400
20200505;5;20.0000;LowOrHighOfLast2Candles;90;1.0000;0.000300;0.500000;3.000000;120;0.001000;7;20;1;9874.40000000;9874.40000000;0.00000000;15;2;217.0800;-125.6000
20200505;5;20.0000;LowOrHighOfLast2Candles;-90;1.0000;0.000300;0.500000;3.500000;120;0.001000;7;20;1;10076.55208000;10076.55208000;0.00000000;15;7;97.0352;76.5521
20200505;5;20.0000;LowOrHighOfLast2Candles;-80;1.0000;0.000300;0.500000;3.500000;120;0.001000;7;20;1;10075.19376000;10075.19376000;0.00000000;16;7;95.9371;75.1938
20200505;5;20.0000;LowOrHighOfLast2Candles;-70;1.0000;0.000300;0.500000;3.500000;120;0.001000;7;20;1;10077.07628000;10077.07628000;0.00000000;16;7;99.0352;77.0763
20200505;5;20.0000;LowOrHighOfLast2Candles;-60;1.0000;0.000300;0.500000;3.500000;120;0.001000;7;20;1;10032.71388000;10032.71388000;0.00000000;21;7;161.1458;32.7139
20200505;5;20.0000;LowOrHighOfLast2Candles;-50;1.0000;0.000300;0.500000;3.500000;120;0.001000;7;20;1;10037.44724000;10037.44724000;0.00000000;21;7;157.8978;37.4472
20200505;5;20.0000;LowOrHighOfLast2Candles;-40;1.0000;0.000300;0.500000;3.500000;120;0.001000;7;20;1;10039.57764000;10039.57764000;0.00000000;22;7;181.5820;39.5776
20200505;5;20.0000;LowOrHighOfLast2Candles;-30;1.0000;0.000300;0.500000;3.500000;120;0.001000;7;20;1;10074.24296000;10074.24296000;0.00000000;24;8;156.4035;74.2430
20200505;5;20.0000;LowOrHighOfLast2Candles;-20;1.0000;0.000300;0.500000;3.500000;120;0.001000;7;20;1;10089.04652000;10089.04652000;0.00000000;25;8;177.1546;89.0465
20200505;5;20.0000;LowOrHighOfLast2Candles;-10;1.0000;0.000300;0.500000;3.500000;120;0.001000;7;20;1;10139.62076000;10139.62076000;0.00000000;29;10;177.4206;139.6208
20200505;5;20.0000;LowOrHighOfLast2Candles;0;1.0000;0.000300;0.500000;3.500000;120;0.001000;7;20;1;10209.91104000;10209.91104000;0.00000000;30;10;176.9266;209.9110
20200505;5;20.0000;LowOrHighOfLast2Candles;10;1.0000;0.000300;0.500000;3.500000;120;0.001000;7;20;1;10277.52736000;10277.52736000;0.00000000;28;11;177.1827;277.5274
